id,type,x,y,from_id,to_id,lead_time_days,amount
5e31a3df-8576-40b4-a175-6edab7e16ace,gas_station,230,500,,,,
e0e04d8f-a453-43a4-881b-f426cb87f2c9,gas_station,128,500,,,,
c6a622a7-1ed9-4952-9c09-4e7016b62838,gas_station,591,500,,,,
01b05293-060b-4c63-bcf6-43f0f55c7228,gas_station,219,500,,,,
720def2f-1b68-4fca-abab-0c4c9d369a6c,gas_station,674,500,,,,
2217e2eb-39ca-4e7f-bb27-1a3a3f2a6356,gas_station,224,500,,,,
17a09b4d-5701-4406-952f-93261e3d11be,gas_station,542,500,,,,
fe632bd1-53f9-47cf-8d7b-f277f9107bf2,gas_station,144,500,,,,
be57f25a-6e2d-476a-a0c2-c2db44f384b0,gas_station,375,500,,,,
b744687a-0de8-4d47-8ea9-422b27a7e7fa,gas_station,427,500,,,,
6624a76b-9890-43dc-aa50-49e5d68e7b4f,gas_station,632,500,,,,
29a01589-dd03-4590-9c5e-f7081a9f8bd8,gas_station,574,500,,,,
8c3afa3c-fc5e-4faf-a704-535a035eeac3,gas_station,316,500,,,,
ab69eb80-3e17-4bb7-b1ec-1e158e945ad2,gas_station,412,500,,,,
d9a513df-cb75-4f26-a092-5e61283648a2,gas_station,734,500,,,,
3d6da370-9ffc-497c-bae3-249ff189fca8,gas_station,139,500,,,,
9cd0c28c-38a3-472d-b56e-c1349b777778,gas_station,97,500,,,,
4f28351d-7544-4d7a-a76c-fd43b72dd3f0,gas_station,75,500,,,,
020da46c-c205-43c0-b147-71c6c8ffc02c,gas_station,121,500,,,,
aeeb0d41-a2ae-495d-8a4d-29586c160064,gas_station,243,500,,,,
36c64f44-29d5-4c67-bbe1-c2a2d5597195,gas_station,425,500,,,,
65198af1-93cd-4fbc-b90e-2ae95a3cff67,gas_station,222,500,,,,
37572640-6ac6-4927-af72-4602d9d9c3b0,gas_station,362,500,,,,
9bf38b5a-7b98-426c-92f4-b3ecd59d0f72,gas_station,616,500,,,,
ae75ebbf-1eb8-45e9-87e5-c1c09ac26732,gas_station,548,500,,,,
2cecc8fb-94a8-4740-a40b-1141470799b8,gas_station,627,500,,,,
85f33cc2-0c09-4264-ab19-12d2229cd19a,gas_station,384,500,,,,
04512ef3-622c-47af-ae23-2dd996cc0874,gas_station,537,500,,,,
c6e5d492-cc0a-4146-83a4-159186202e7d,gas_station,646,500,,,,
bfd3a6b6-f0a7-4e6b-b8cb-24592a35ec5b,gas_station,486,500,,,,
d17be238-7666-4651-b63b-538c9f3dfb74,gas_station,358,500,,,,
7ce08da6-4108-4bf6-9951-2a7d55a37c2c,gas_station,571,500,,,,
2526a6bb-b0e6-49bb-8a07-36d35ed80031,gas_station,262,500,,,,
6fea5963-4fef-42de-971e-4b1339b8c421,gas_station,468,500,,,,
aacb6702-735a-43f2-b5f7-6aaba7a684f3,gas_station,642,500,,,,
7b3d8710-91f3-4ca3-9dff-cc210ff0c39c,gas_station,683,500,,,,
839f41ef-0818-4da6-89ab-d4c3676ca439,gas_station,479,500,,,,
4eb23985-cc5b-488b-9b0e-758d580207a8,gas_station,258,500,,,,
3d61c6cd-873a-4e5d-9b04-5e1a4cbf8199,gas_station,256,500,,,,
a98d2cf8-f598-4ac7-9c2a-b4350d16b8aa,gas_station,173,500,,,,
4350c49a-7c50-4970-a32d-747386e1cf03,gas_station,182,500,,,,
aa038a7c-6f1f-489f-bfec-e5584c5e6c1e,gas_station,237,500,,,,
a74e9c0d-c096-4fca-86ad-6271c5f8362e,gas_station,160,500,,,,
e87d610a-4e23-4b01-bd57-97ff0acc8c63,gas_station,476,500,,,,
412d2b90-ba5a-4ba0-8206-c07832b7ca0b,gas_station,183,500,,,,
86e1379f-ab90-453a-80bc-06bfdefbbce9,gas_station,478,500,,,,
7fb18e55-7bf3-4a5b-a930-7bc907259964,gas_station,539,500,,,,
4ee5053d-c0ca-498e-8d7e-313e006ea5bd,gas_station,357,500,,,,
0b72bbab-2800-40b9-b27a-3c94cacb9e3f,gas_station,666,500,,,,
9d731b98-c46d-4896-89fa-4ebaa1d5b207,gas_station,208,500,,,,
dd88f465-509a-4cde-8a06-f67a26ce4efb,gas_station,469,500,,,,
1d40181c-aa3c-4ca6-b187-5da79f533544,gas_station,619,500,,,,
cb6d4f41-3fe5-4d32-b371-c2f0e67529fc,gas_station,450,500,,,,
a7a753a7-436d-4fd3-9836-808280bead4e,gas_station,551,500,,,,
4dfba331-cc77-4c36-8d6a-7d7fbfcbc7e2,gas_station,118,500,,,,
1c32f877-4f46-4a0c-bd22-516f48e63e1a,gas_station,357,500,,,,
f2e877ca-021a-4caf-9f5d-d62a031c8dba,gas_station,597,500,,,,
e5cf5eef-4a53-4720-ab07-ff792ae86ce3,gas_station,696,500,,,,
bb6a016e-3aac-4ef6-9cd2-788b2a956b09,gas_station,230,500,,,,
3868929a-4cd7-4e5a-8337-38e2b109b444,gas_station,198,500,,,,
1d674e85-7f6b-4481-96ce-a6a9fa98caf6,gas_station,626,500,,,,
04255024-b553-49c6-a74f-f3ced545cbf0,gas_station,570,500,,,,
62a6114a-004e-4191-a953-dd4fe79d6138,gas_station,302,500,,,,
8ff16199-cc06-4323-a7d0-36adfe688417,gas_station,194,500,,,,
f70a0924-6d27-4d3e-ba01-a62260d7d271,gas_station,683,500,,,,
430d1f6b-ea47-4e7d-8bc0-470d98e4a62b,gas_station,256,500,,,,
4ed7343d-60f1-437e-bec3-24c44c7ad729,gas_station,209,500,,,,
e9bd7c84-139a-4023-85d7-2aec12682788,gas_station,195,500,,,,
ba3ea7f9-8af0-4a9b-9086-d5e12f41cff1,gas_station,133,500,,,,
508ba185-06bf-4a10-9b2d-08c4ff663a6a,gas_station,291,500,,,,
dcbd8084-0f01-4fdf-9c98-b3c3312e761e,gas_station,343,500,,,,
5646d0f7-43ad-4433-804d-66ac69602a19,gas_station,475,500,,,,
baffeeb3-bba0-4096-8ec1-505920b33ca6,gas_station,502,500,,,,
6283ec37-50a4-4b29-a2aa-91dfe4a591b8,gas_station,335,500,,,,
c8334efe-8d20-4dd4-99a0-d764483da7f6,gas_station,447,500,,,,
c48e7c1b-8bb1-4df2-9b13-512902fd7521,gas_station,421,500,,,,
fc76dacf-a109-49c2-9ad0-970ac4b76f02,gas_station,528,500,,,,
7e1311ff-f5d9-4a28-90e6-773c3125821c,gas_station,575,500,,,,
6fd3aeec-6a99-4d37-b768-36b96e682e45,gas_station,545,500,,,,
8c4406a6-f68f-4f6b-9699-4d588f2cb4bb,gas_station,192,500,,,,
705e6d6a-b191-410d-937b-cfd11a3bfcb6,gas_station,85,500,,,,
04a20d3a-1854-4885-a796-740082e60cf4,gas_station,554,500,,,,
f03dc728-5b4e-4799-a584-36d677bfd878,gas_station,188,500,,,,
72b4c045-13ce-4901-9f9f-d005971af9dc,gas_station,81,500,,,,
a2804371-c0bc-4f3e-b2c2-e0e9a8fe4b35,gas_station,292,500,,,,
9765b9e1-4c42-42be-b4a4-7c76caa6bd57,gas_station,301,500,,,,
17ef879f-9080-4bc1-9ae0-fc03f723ea48,gas_station,442,500,,,,
3eab94e1-3787-42ae-9436-18f44a85eb3d,gas_station,727,500,,,,
62d3281d-4387-4aed-9d4c-d39179b45359,gas_station,239,500,,,,
c86bf67f-29f0-456e-ad29-6bb0cf89bdcd,gas_station,145,500,,,,
1bc47533-b0c2-4a7d-aba5-9f0261fe5f62,gas_station,462,500,,,,
6e830bfb-f651-41de-9d45-4125c90746a2,gas_station,522,500,,,,
3810fde0-bc15-40d8-aa2b-702916a96621,gas_station,553,500,,,,
a5d3f889-2402-402c-ac5a-d574b117c1f7,gas_station,392,500,,,,
abab6dbd-e96b-4d66-82d1-61e9ee2e106d,gas_station,189,500,,,,
77dae216-4136-47f6-9da8-1990cbbb7eb8,gas_station,102,500,,,,
a8e11c8e-df93-4021-ab1b-0b8c60304725,gas_station,682,500,,,,
81376f91-5a02-4999-86eb-2a35da1367e3,gas_station,201,500,,,,
19b2b7e0-fe73-4191-be21-8f96acc840e8,gas_station,237,500,,,,
3f9a9446-f28c-4088-b5d0-5fe1767c35bc,gas_station,552,500,,,,
29206a72-34d9-486e-ac66-fe374b4533ad,gas_station,214,500,,,,
c1f23ebd-c86f-4c36-97b7-371e6c55b914,gas_station,151,500,,,,
3a1eadfe-833d-49cd-97cd-a3ead92f405f,gas_station,563,500,,,,
342e80c8-bf6c-4d56-980c-55a80a564b9e,gas_station,157,500,,,,
0f0b3192-fb95-4deb-8228-7bee5e515a9a,gas_station,156,500,,,,
42ca9c02-c28d-490d-83ab-71fb8b5b40d0,gas_station,63,500,,,,
1c88f357-e3de-4f9a-ad3c-70254b75ad7c,gas_station,53,500,,,,
26bbc719-6c20-4894-a7e5-41421aeb3b51,gas_station,721,500,,,,
db03107e-9acb-4f84-837c-264f9ece48a5,gas_station,57,500,,,,
db1d3d2f-cb86-42d4-9d8e-94143fbf09d9,gas_station,115,500,,,,
78f4c984-0836-49aa-a301-c0909f037eff,gas_station,463,500,,,,
3064117a-fe90-43b1-8bfb-68963d7978af,gas_station,309,500,,,,
e3afb6d5-f092-4da4-8284-2b32dea7505b,gas_station,374,500,,,,
0165ab60-2f11-4bf8-be77-e8ed9110cf6c,gas_station,294,500,,,,
dc904a06-e8a7-4143-a84c-b0f928ea9e23,gas_station,643,500,,,,
814b4f08-6eb5-4b69-b2a1-eb47ff0503cf,gas_station,211,500,,,,
dd155a61-1833-4d3a-afb2-9ed5fc0a2bec,gas_station,196,500,,,,
6e4bd881-0860-4a49-aa89-0d3d3d051c25,gas_station,510,500,,,,
58ad624f-980b-4508-9d6e-1fd8aa6b3b47,gas_station,668,500,,,,
6cb06d28-3db0-4920-bce1-e70e83f3e3aa,gas_station,385,500,,,,
84f79d07-e99e-49ec-9cb6-c31b94570f1d,gas_station,706,500,,,,
6a6e00c2-211e-455b-adf0-92d6e1ef76ef,gas_station,505,500,,,,
ea4ecb25-70dd-4c79-9a6b-2dd72f230d39,gas_station,581,500,,,,
6e5020f4-1db0-4fbe-abed-837289df282e,gas_station,243,500,,,,
5c5ce973-908a-4715-9ba2-1a5a1d0f2aaf,gas_station,492,500,,,,
b9745ff6-e459-410b-99ea-d5fd60b1833a,gas_station,565,500,,,,
51fc8296-7e84-469f-9ceb-d2ea82069934,gas_station,712,500,,,,
dce8e878-13d6-48e5-a617-52300e684ba0,gas_station,275,500,,,,
819feee5-805f-4b05-99bf-549e1f16eaaa,gas_station,643,500,,,,
3c56a76c-74b9-445e-a6a7-6d19ccfc5343,gas_station,579,500,,,,
22df57d2-3ad5-4871-bdad-28928eff00f9,gas_station,437,500,,,,
7580b3fa-a326-431e-98f0-163d6fbf2ac5,gas_station,325,500,,,,
7a029139-2799-4826-bd20-ef1a903b1424,gas_station,282,500,,,,
8d36215b-6f8c-48a1-b16a-0baf576ce850,gas_station,293,500,,,,
f83ad0e1-be07-4213-aedf-80c80cb55a99,gas_station,463,500,,,,
d9e8d1e6-4a4d-4781-9acc-a832901add4f,gas_station,502,500,,,,
5c8048db-3c02-482d-83bd-8483fc34741e,gas_station,750,500,,,,
e19e2a35-ea5c-4d81-86ab-d8ba55f747e6,gas_station,149,500,,,,
fd66ac33-9547-4ef6-9350-be43753a1796,gas_station,205,500,,,,
f705cc64-1bad-42ce-88df-d5937fa6ae98,gas_station,56,500,,,,
325f11e6-bec3-4388-b507-6b8d0a28c4dd,gas_station,548,500,,,,
fab61b3c-24c3-4ded-8407-601c4904f41d,gas_station,220,500,,,,
3a70df89-ce99-4fc6-98ee-3a68654f5ba2,gas_station,732,500,,,,
62d33d35-e526-4e61-85de-46fb5b256354,gas_station,366,500,,,,
fa666b9a-4a91-4312-b79c-ab90872b4f2b,gas_station,738,500,,,,
1f7f084a-a84c-47d5-98e6-b62ef10bf794,gas_station,511,500,,,,
8a50c288-5063-433f-8da6-64f7a0b4f361,gas_station,93,500,,,,
1ef38735-6670-428d-97d4-70e06b7f5150,gas_station,98,500,,,,
01c27ab8-d2ee-4c48-b8b7-78f49f0335e2,gas_station,75,500,,,,
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,37572640-6ac6-4927-af72-4602d9d9c3b0,5,158
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,a8e11c8e-df93-4021-ab1b-0b8c60304725,4,146
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,1d40181c-aa3c-4ca6-b187-5da79f533544,8,151
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,412d2b90-ba5a-4ba0-8206-c07832b7ca0b,3,132
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,8c3afa3c-fc5e-4faf-a704-535a035eeac3,7,166
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,a7a753a7-436d-4fd3-9836-808280bead4e,7,160
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,85f33cc2-0c09-4264-ab19-12d2229cd19a,6,83
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,5e31a3df-8576-40b4-a175-6edab7e16ace,5,152
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,6624a76b-9890-43dc-aa50-49e5d68e7b4f,2,159
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,11da4659-be42-4441-a624-4b4c94db09cc,3,139
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,7b3d8710-91f3-4ca3-9dff-cc210ff0c39c,3,138
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,c48e7c1b-8bb1-4df2-9b13-512902fd7521,6,131
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,01b05293-060b-4c63-bcf6-43f0f55c7228,3,119
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,0165ab60-2f11-4bf8-be77-e8ed9110cf6c,6,136
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,a2804371-c0bc-4f3e-b2c2-e0e9a8fe4b35,7,95
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,dcbd8084-0f01-4fdf-9c98-b3c3312e761e,3,161
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,199fa375-0fbd-4c3d-bbd7-5fe415f43229,7,254
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,fc76dacf-a109-49c2-9ad0-970ac4b76f02,6,175
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,d9e8d1e6-4a4d-4781-9acc-a832901add4f,7,105
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,a55945a8-bef5-424a-9b57-896889360887,4,223
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,ea4ecb25-70dd-4c79-9a6b-2dd72f230d39,8,118
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,be57f25a-6e2d-476a-a0c2-c2db44f384b0,7,146
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,4dfba331-cc77-4c36-8d6a-7d7fbfcbc7e2,4,86
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,dc904a06-e8a7-4143-a84c-b0f928ea9e23,5,157
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,c48e7c1b-8bb1-4df2-9b13-512902fd7521,2,131
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,baffeeb3-bba0-4096-8ec1-505920b33ca6,4,159
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,ab69eb80-3e17-4bb7-b1ec-1e158e945ad2,4,69
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,3868929a-4cd7-4e5a-8337-38e2b109b444,6,112
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,29a01589-dd03-4590-9c5e-f7081a9f8bd8,8,136
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,81376f91-5a02-4999-86eb-2a35da1367e3,2,109
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,62a6114a-004e-4191-a953-dd4fe79d6138,2,114
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,17a09b4d-5701-4406-952f-93261e3d11be,8,171
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,c8334efe-8d20-4dd4-99a0-d764483da7f6,7,134
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,3810fde0-bc15-40d8-aa2b-702916a96621,8,240
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,a8e11c8e-df93-4021-ab1b-0b8c60304725,6,146
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,412d2b90-ba5a-4ba0-8206-c07832b7ca0b,8,132
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,fab61b3c-24c3-4ded-8407-601c4904f41d,5,161
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,acd69b3f-12ba-412f-92a4-c3616d7e5603,5,115
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,c8334efe-8d20-4dd4-99a0-d764483da7f6,5,134
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,29a01589-dd03-4590-9c5e-f7081a9f8bd8,3,136
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,3d61c6cd-873a-4e5d-9b04-5e1a4cbf8199,7,180
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,db1d3d2f-cb86-42d4-9d8e-94143fbf09d9,5,161
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,c6a622a7-1ed9-4952-9c09-4e7016b62838,3,164
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,ea4ecb25-70dd-4c79-9a6b-2dd72f230d39,6,118
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,5e31a3df-8576-40b4-a175-6edab7e16ace,8,152
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,5d9879a2-dccc-49a8-8744-28386dd1191a,7,132
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,3d6da370-9ffc-497c-bae3-249ff189fca8,5,177
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,7ce08da6-4108-4bf6-9951-2a7d55a37c2c,2,91
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,4ed7343d-60f1-437e-bec3-24c44c7ad729,5,173
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,58ad624f-980b-4508-9d6e-1fd8aa6b3b47,6,158
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,09d62b4e-fffa-4be2-a2db-e933f1b32a6c,7,185
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,dc904a06-e8a7-4143-a84c-b0f928ea9e23,8,157
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,e0f874ec-033d-4b55-9868-0774704856e3,5,137
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,2526a6bb-b0e6-49bb-8a07-36d35ed80031,2,140
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,bb6a016e-3aac-4ef6-9cd2-788b2a956b09,7,160
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,9765b9e1-4c42-42be-b4a4-7c76caa6bd57,6,157
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,51fc8296-7e84-469f-9ceb-d2ea82069934,8,18
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,1c88f357-e3de-4f9a-ad3c-70254b75ad7c,8,172
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,7a029139-2799-4826-bd20-ef1a903b1424,2,151
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,3c56a76c-74b9-445e-a6a7-6d19ccfc5343,5,150
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,dd88f465-509a-4cde-8a06-f67a26ce4efb,4,172
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,814b4f08-6eb5-4b69-b2a1-eb47ff0503cf,3,186
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,e19e2a35-ea5c-4d81-86ab-d8ba55f747e6,3,208
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,0748a8fa-1821-4a9d-8f4f-10181d462131,6,154
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,4350c49a-7c50-4970-a32d-747386e1cf03,4,172
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,169a8ef4-2abf-44a2-9aa1-87286403945c,6,140
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,3810fde0-bc15-40d8-aa2b-702916a96621,4,240
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,26bbc719-6c20-4894-a7e5-41421aeb3b51,8,101
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,705e6d6a-b191-410d-937b-cfd11a3bfcb6,7,143
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,3c56a76c-74b9-445e-a6a7-6d19ccfc5343,5,150
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,325f11e6-bec3-4388-b507-6b8d0a28c4dd,6,156
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,1c32f877-4f46-4a0c-bd22-516f48e63e1a,6,157
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,84f79d07-e99e-49ec-9cb6-c31b94570f1d,4,164
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,58ad624f-980b-4508-9d6e-1fd8aa6b3b47,7,158
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,6e5020f4-1db0-4fbe-abed-837289df282e,5,205
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,d43c034b-1640-4b90-9464-07d3825bbdc9,3,147
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,bef371ad-2659-4dd1-86f5-5e2a288dcf16,8,59
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,792ab988-434a-477a-978c-1e55eeb62a12,6,83
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,2cecc8fb-94a8-4740-a40b-1141470799b8,8,122
,,,,21b22968-9ef1-4568-bdd3-29d4488191ed,78f4c984-0836-49aa-a301-c0909f037eff,8,101
